product_name,product_category_tree,brand,retail_price,discounted_price,product_rating,discount_percentage
"Vaishali Bindi and Bangles Brass, Copper Bangle Set","[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",Vaishali Bindi and Bangles,1300.0,399.0,,69.31
Dazzgear Women's Floral Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Dazzgear Shirts""]",,549.0,275.0,,49.91
My Addiction Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> My Addiction Shirts""]",Regular,649.0,318.0,,51.0
Bhavika Brass Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",Bhavika,1000.0,199.0,,80.1
Thegudlook Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Thegudlook Shirts""]",Regular,899.0,499.0,,44.49
Meee Women's Solid Casual Reversible Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Meee Shirts""]",Slim,895.0,447.0,,50.06
DressBerry Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> DressBerry Shirts""]",Regular,899.0,449.0,,50.06
Abqa Hydrabadi Bangle Lac Zircon Bangle,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",Abqa Hydrabadi Bangle,1250.0,350.0,,72.0
My Addiction Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> My Addiction Shirts""]",Regular,899.0,449.0,,50.06
Kashana Fashions Women's Polka Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Kashana Fashions Shirts""]",Regular,1899.0,490.0,4.5,74.2
"My Design Brass, Alloy Yellow Gold Bangle Set","[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",My Design,700.0,655.0,5.0,6.43
Bombay High Women's Checkered Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Bombay High Shirts""]",,1099.0,494.0,3.0,55.05
C M Clothing Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> C M Clothing Shirts""]",Realx Fit,749.0,299.0,,60.08
Colsa Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Colsa Shirts""]",Slim,899.0,449.0,,50.06
Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",Sukkhi,1394.0,379.0,,72.81
Meee Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Meee Shirts""]",Regular Fit,795.0,397.0,,50.06
Bombay High Women's Striped Formal Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Bombay High Shirts""]",,799.0,479.0,3.5,40.05
D Muse by Dressberry Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> D Muse by Dressberry Shirts""]",,1299.0,389.0,,70.05
Naughty Bear Women's Solid Formal Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Naughty Bear Shirts""]",Comfort,1299.0,453.0,,65.13
Modimania Women's Checkered Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Modimania Shirts""]",Regular Fit,1200.0,499.0,,58.42
India Inc Women's Embroidered Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> India Inc Shirts""]",Slim,,,,
SG Creations Alloy Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",SG Creations,780.0,199.0,,74.49
ColorsCo Women's Polka Print Formal Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> ColorsCo Shirts""]",,899.0,449.0,,50.06
Gmi Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Gmi Shirts""]",Slim,999.0,499.0,2.7,50.05
Viva Fashions Alloy Cubic Zirconia Rhodium Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",Viva Fashions,960.0,960.0,,0.0
Oxolloxo Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Oxolloxo Shirts""]",Regular Fit,1195.0,478.0,,60.0
Multiline Company Alloy Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",Multiline Company,1300.0,390.0,,70.0
Auraori Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Auraori Shirts""]",,799.0,499.0,,37.55
Hugo Chavez Women's Solid Casual Denim Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Hugo Chavez Shirts""]",Regular,1499.0,497.0,3.0,66.84
Goodwill Impex Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Goodwill Impex Shirts""]",Regular,1150.0,399.0,1.0,65.3
Giftsnfriends Cotton Printed Dress/Top Material,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Fabric >> Dress Material >> Giftsnfriends Dress Material""]",,1900.0,590.0,2.8,68.95
"Giftsnfriends Cotton Printed, Geometric Print Dress/Top Material","[""Clothing >> Women's Clothing >> Ethnic Wear >> Fabric >> Dress Material >> Giftsnfriends Dress Material""]",,1900.0,590.0,,68.95
Giftsnfriends Cotton Printed Salwar Suit Dupatta Material,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Dress Materials >> Giftsnfriends Dress Materials""]",,1900.0,579.0,,69.53
"Giftsnfriends Cotton Printed, Geometric Print Dress/Top Material","[""Clothing >> Women's Clothing >> Ethnic Wear >> Fabric >> Dress Material >> Giftsnfriends Dress Material""]",,1900.0,590.0,5.0,68.95
"F Fashion Stylus Women's Printed Casual, Formal Shirt","[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> F Fashion Stylus Shirts""]",Slim,999.0,399.0,3.0,60.06
Kasturi Women's Striped Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Kasturi Shirts""]",Slim,1699.0,499.0,,70.63
Stilestreet Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Stilestreet Shirts""]",,749.0,449.0,2.0,40.05
Vaishali Bindi and Bangles Brass Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",Vaishali Bindi and Bangles,1400.0,420.0,,70.0
Anasazi Women's Checkered Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Anasazi Shirts""]",Regular,769.0,346.0,,55.01
Colors Couture Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Colors Couture Shirts""]",Slim Fit,899.0,499.0,,44.49
La Rochelle Women's Geometric Print Casual Reversible Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> La Rochelle Shirts""]",Slim,899.0,449.0,5.0,50.06
Abida Women's Checkered Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Abida Shirts""]",Slim,899.0,399.0,,55.62
D Muse by Dressberry Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> D Muse by Dressberry Shirts""]",,1099.0,329.0,,70.06
Cocktail Copper Cubic Zirconia Copper Bangle,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",Cocktail,2399.0,399.0,,83.37
Osumfab Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Osumfab Shirts""]",Regular,799.0,399.0,,50.06
Urban Religion Women's Animal Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Urban Religion Shirts""]",,799.0,399.0,,50.06
HKJ Metal Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",HKJ,999.0,248.0,,75.18
Bedazzle Women's Animal Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Bedazzle Shirts""]",Regular,1000.0,399.0,,60.1
I Am For You Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> I Am For You Shirts""]",,799.0,360.0,,54.94
Desigrrrl Women's Floral Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Desigrrrl Shirts""]",Regular,995.0,485.0,,51.26
Hermosear Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Hermosear Shirts""]",,1099.0,494.0,3.0,55.05
Mayra Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Mayra Shirts""]",Regular,1195.0,499.0,,58.24
VK Jewels Alloy Cubic Zirconia Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",VK Jewels,1866.0,539.0,,71.11
Picador Women's Polka Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Picador Shirts""]",Regular,799.0,399.0,,50.06
Adt Saral Printed Cushions Cover,"[""Home Furnishing >> Cushions, Pillows & Covers >> Cushion Covers""]",Adt Saral,200.0,80.0,,60.0
Zotw Women's Floral Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Zotw Shirts""]",Regular,999.0,499.0,,50.05
Moh Maya Women's Floral Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Moh Maya Shirts""]",Slim,999.0,470.0,,52.95
Harpa Women's Floral Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Harpa Shirts""]",Regular Fit,1099.0,439.0,,60.05
Ethnic Jewels Alloy Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",Ethnic Jewels,996.0,199.0,2.5,80.02
My Addiction Women's Floral Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> My Addiction Shirts""]",,699.0,349.0,,50.07
Colors Couture Women's Geometric Print Formal Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Colors Couture Shirts""]",,999.0,499.0,,50.05
"Alpha Lady Women's Striped Casual, Formal Shirt","[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Alpha Lady Shirts""]",,799.0,399.0,,50.06
"Aarti Collections Women's Printed Casual, Festive, Party Shirt","[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Aarti Collections Shirts""]",Slim Fit,749.0,379.0,,49.4
HRX Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> HRX Shirts""]",Regular Fit,1499.0,449.0,,70.05
Identiti Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Identiti Shirts""]",Regular Fit,999.0,499.0,,50.05
Viva Fashions Alloy Cubic Zirconia Rhodium Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",Viva Fashions,650.0,650.0,,0.0
Meee Women's Floral Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Meee Shirts""]",Regular Fit,795.0,397.0,,50.06
Bombay High Women's Solid Formal Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Bombay High Shirts""]",,799.0,479.0,,40.05
Anasazi Women's Polka Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Anasazi Shirts""]",,649.0,227.0,,65.02
India Inc Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> India Inc Shirts""]",Regular,,,5.0,
Kcrimson Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Kcrimson Shirts""]",Slim,700.0,349.0,,50.14
Luxor Alloy Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",Luxor,809.0,199.0,2.5,75.4
Tokyo Talkies Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Tokyo Talkies Shirts""]",Regular,949.0,474.0,1.0,50.05
Fusion Mela Women's Geometric Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Fusion Mela Shirts""]",Slim,1399.0,499.0,,64.33
I Am For You Women's Self Design Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> I Am For You Shirts""]",,899.0,405.0,,54.95
Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",Sukkhi,1863.0,479.0,,74.29
Kasturi Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Kasturi Shirts""]",Slim,1699.0,499.0,,70.63
Karishma Women's Striped Formal Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Karishma Shirts""]",,999.0,399.0,3.0,60.06
Besiva Women's Solid Formal Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Besiva Shirts""]",,849.0,425.0,,49.94
F&S Women's Checkered Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> F&S Shirts""]",Regular,799.0,421.0,,47.31
My Addiction Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> My Addiction Shirts""]",,599.0,299.0,5.0,50.08
Jazzy Ben Women's Checkered Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Jazzy Ben Shirts""]",Slim,795.0,395.0,,50.31
Eva De Moda Women's Graphic Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Eva De Moda Shirts""]",Regular,649.0,349.0,,46.22
Chic Unique Women's Solid Party Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Chic Unique Shirts""]",,999.0,399.0,2.0,60.06
Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",Sukkhi,1863.0,499.0,,73.22
Miss Rich Women's Floral Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Miss Rich Shirts""]",,899.0,449.0,,50.06
Colors Couture Women's Solid Party Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Colors Couture Shirts""]",,899.0,449.0,5.0,50.06
Bombay High Women's Solid Formal Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Bombay High Shirts""]",,899.0,449.0,4.5,50.06
Vaishali Bindi and Bangles Alloy Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",Vaishali Bindi and Bangles,1100.0,330.0,,70.0
Eves Pret A Porter Women's Floral Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Eves Pret A Porter Shirts""]",Regular,1300.0,299.0,4.0,77.0
Kiosha Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Kiosha Shirts""]",Slim,1099.0,297.0,,72.98
Cocktail Copper Cubic Zirconia Copper Bangle,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",Cocktail,1550.0,399.0,,74.26
Picador Women's Polka Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Picador Shirts""]",Regular,799.0,399.0,2.0,50.06
DeDe'S Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> DeDe'S Shirts""]",,1299.0,387.0,4.3,70.21
Lamora Women's Checkered Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Lamora Shirts""]",Regular Fit,499.0,297.0,5.0,40.48
Stilestreet Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Stilestreet Shirts""]",Regular,995.0,499.0,,49.85
Tulsattva Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Tulsattva Shirts""]",Slim,595.0,295.0,,50.42
Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",Sukkhi,1680.0,449.0,4.0,73.27
La Rochelle Women's Geometric Print Casual Reversible Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> La Rochelle Shirts""]",Slim,899.0,349.0,5.0,61.18
Eves Pret A Porter Women's Checkered Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Eves Pret A Porter Shirts""]",Regular,899.0,449.0,4.2,50.06
Gloria Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Gloria Shirts""]",,999.0,499.0,,50.05
Cool Quotient Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Cool Quotient Shirts""]",,799.0,240.0,,69.96
Orange Plum Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Orange Plum Shirts""]",Regular,999.0,499.0,,50.05
Femella Women's Printed Party Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Femella Shirts""]",Regular Fit,750.0,375.0,,50.0
Chic Unique Women's Solid Party Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Chic Unique Shirts""]",,999.0,399.0,2.3,60.06
Sukkhi Alloy Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",Sukkhi,1563.0,399.0,4.5,74.47
Dressberry Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Dressberry Shirts""]",,1099.0,439.0,,60.05
Shining Diva Alloy Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",Shining Diva,2495.0,499.0,,80.0
Moonleaf Floral Cushions Cover,"[""Home Furnishing >> Cushions, Pillows & Covers >> Cushion Covers""]",Moonleaf,350.0,199.0,,43.14
Stilestreet Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Stilestreet Shirts""]",Regular,695.0,349.0,,49.78
Iknow Women's Solid Party Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Iknow Shirts""]",Slim,1299.0,519.0,,60.05
Sukkhi Zinc Rhodium Bangle,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",Sukkhi,1585.0,429.0,,72.93
Seeyaar Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Seeyaar Shirts""]",Regular,699.0,399.0,,42.92
Famous By Payal Kapoor Women's Animal Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Famous By Payal Kapoor Shirts""]",Regular,999.0,499.0,,50.05
Leelan Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Leelan Shirts""]",Comfortable Fit,,,,
India Inc Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> India Inc Shirts""]",Regular,,,,
DressBerry Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> DressBerry Shirts""]",Regular Fit,999.0,399.0,,60.06
My Addiction Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> My Addiction Shirts""]",,599.0,299.0,4.0,50.08
Karishma Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Karishma Shirts""]",,1499.0,399.0,2.0,73.38
Ethnic Jewels Alloy Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",Ethnic Jewels,,,1.0,
